"Cell_type"	"Gene"	"source"
"2274"	"nk_cells_activated"	"GPR18"	"Newman_2015"
"2275"	"nk_cells_activated"	"GRAP2"	"Newman_2015"
"2276"	"nk_cells_activated"	"GZMA"	"Newman_2015"
"2277"	"nk_cells_activated"	"GZMB"	"Newman_2015"
"2278"	"nk_cells_activated"	"GZMH"	"Newman_2015"
"2279"	"nk_cells_activated"	"GZMM"	"Newman_2015"
"2280"	"nk_cells_activated"	"IFNG"	"Newman_2015"
"2281"	"nk_cells_activated"	"IL12RB2"	"Newman_2015"
"2282"	"nk_cells_activated"	"IL18R1"	"Newman_2015"
"2283"	"nk_cells_activated"	"IL18RAP"	"Newman_2015"
"2284"	"nk_cells_activated"	"IL2RB"	"Newman_2015"
"2285"	"nk_cells_activated"	"KIR2DL1"	"Newman_2015"
"2286"	"nk_cells_activated"	"KIR2DL4"	"Newman_2015"
"2287"	"nk_cells_activated"	"KIR2DS4"	"Newman_2015"
"2288"	"nk_cells_activated"	"KIR3DL2"	"Newman_2015"
"2289"	"nk_cells_activated"	"KLRB1"	"Newman_2015"
"2290"	"nk_cells_activated"	"KLRC3"	"Newman_2015"
"2291"	"nk_cells_activated"	"KLRD1"	"Newman_2015"
"2292"	"nk_cells_activated"	"KLRF1"	"Newman_2015"
"2293"	"nk_cells_activated"	"KLRK1"	"Newman_2015"
"2294"	"nk_cells_activated"	"LCK"	"Newman_2015"
"2295"	"nk_cells_activated"	"LTA"	"Newman_2015"
"2296"	"nk_cells_activated"	"LTB"	"Newman_2015"
"2297"	"nk_cells_activated"	"NAALADL1"	"Newman_2015"
"2298"	"nk_cells_activated"	"NCR3"	"Newman_2015"
"2299"	"nk_cells_activated"	"NKG7"	"Newman_2015"
"2300"	"nk_cells_activated"	"OSM"	"Newman_2015"
"2301"	"nk_cells_activated"	"PRF1"	"Newman_2015"
"2302"	"nk_cells_activated"	"PRR5L"	"Newman_2015"
"2303"	"nk_cells_activated"	"PTGDR"	"Newman_2015"
"2304"	"nk_cells_activated"	"PTGER2"	"Newman_2015"
"2305"	"nk_cells_activated"	"PTPRCAP"	"Newman_2015"
"2306"	"nk_cells_activated"	"PVRIG"	"Newman_2015"
"2307"	"nk_cells_activated"	"S1PR5"	"Newman_2015"
"2308"	"nk_cells_activated"	"SH2D1A"	"Newman_2015"
"2309"	"nk_cells_activated"	"SOCS1"	"Newman_2015"
"2310"	"nk_cells_activated"	"TBX21"	"Newman_2015"
"2311"	"nk_cells_activated"	"TNFSF14"	"Newman_2015"
"2312"	"nk_cells_activated"	"TRDC"	"Newman_2015"
"2313"	"nk_cells_activated"	"TXK"	"Newman_2015"
"2314"	"nk_cells_activated"	"ZAP70"	"Newman_2015"
"2315"	"nk_cells_resting"	"AZU1"	"Newman_2015"
"2316"	"nk_cells_resting"	"BPI"	"Newman_2015"
"2317"	"nk_cells_resting"	"CAMP"	"Newman_2015"
"2318"	"nk_cells_resting"	"CCL5"	"Newman_2015"
"2319"	"nk_cells_resting"	"CD160"	"Newman_2015"
"2320"	"nk_cells_resting"	"CD2"	"Newman_2015"
"2321"	"nk_cells_resting"	"CD244"	"Newman_2015"
"2322"	"nk_cells_resting"	"CD247"	"Newman_2015"
"2323"	"nk_cells_resting"	"CD7"	"Newman_2015"
"2324"	"nk_cells_resting"	"CD96"	"Newman_2015"
"2325"	"nk_cells_resting"	"CDHR1"	"Newman_2015"
"2326"	"nk_cells_resting"	"CEACAM8"	"Newman_2015"
"2327"	"nk_cells_resting"	"CST7"	"Newman_2015"
"2328"	"nk_cells_resting"	"CTSW"	"Newman_2015"
"2329"	"nk_cells_resting"	"DEFA4"	"Newman_2015"
"2330"	"nk_cells_resting"	"ELANE"	"Newman_2015"
"2331"	"nk_cells_resting"	"GFI1"	"Newman_2015"
"2332"	"nk_cells_resting"	"GNLY"	"Newman_2015"
"2333"	"nk_cells_resting"	"GZMA"	"Newman_2015"
"2334"	"nk_cells_resting"	"GZMB"	"Newman_2015"
"2335"	"nk_cells_resting"	"GZMH"	"Newman_2015"
"2336"	"nk_cells_resting"	"GZMK"	"Newman_2015"
"2337"	"nk_cells_resting"	"GZMM"	"Newman_2015"
"2338"	"nk_cells_resting"	"IL12RB2"	"Newman_2015"
"2339"	"nk_cells_resting"	"IL18R1"	"Newman_2015"
"2340"	"nk_cells_resting"	"IL18RAP"	"Newman_2015"
"2341"	"nk_cells_resting"	"IL2RB"	"Newman_2015"
"2342"	"nk_cells_resting"	"KIR2DL1"	"Newman_2015"
"2343"	"nk_cells_resting"	"KIR3DL2"	"Newman_2015"
"2344"	"nk_cells_resting"	"KLRB1"	"Newman_2015"
"2345"	"nk_cells_resting"	"KLRC3"	"Newman_2015"
"2346"	"nk_cells_resting"	"KLRC4"	"Newman_2015"
"2347"	"nk_cells_resting"	"KLRD1"	"Newman_2015"
"2348"	"nk_cells_resting"	"KLRF1"	"Newman_2015"
"2349"	"nk_cells_resting"	"KLRK1"	"Newman_2015"
"2350"	"nk_cells_resting"	"LCK"	"Newman_2015"
"2351"	"nk_cells_resting"	"MGAM"	"Newman_2015"
"2352"	"nk_cells_resting"	"MS4A3"	"Newman_2015"
"2353"	"nk_cells_resting"	"NAALADL1"	"Newman_2015"
"2354"	"nk_cells_resting"	"NKG7"	"Newman_2015"
"2355"	"nk_cells_resting"	"NME8"	"Newman_2015"
"2356"	"nk_cells_resting"	"PLEKHF1"	"Newman_2015"
"2357"	"nk_cells_resting"	"PRF1"	"Newman_2015"
"2358"	"nk_cells_resting"	"PRR5L"	"Newman_2015"
"2359"	"nk_cells_resting"	"PTGDR"	"Newman_2015"
"2360"	"nk_cells_resting"	"PTPRCAP"	"Newman_2015"
"2361"	"nk_cells_resting"	"PVRIG"	"Newman_2015"
"2362"	"nk_cells_resting"	"S1PR5"	"Newman_2015"
"2363"	"nk_cells_resting"	"SH2D1A"	"Newman_2015"
"2364"	"nk_cells_resting"	"TBX21"	"Newman_2015"
"2365"	"nk_cells_resting"	"TEP1"	"Newman_2015"
"2366"	"nk_cells_resting"	"TRBC1"	"Newman_2015"
"2367"	"nk_cells_resting"	"TRDC"	"Newman_2015"
"2368"	"nk_cells_resting"	"TTC38"	"Newman_2015"
"2369"	"nk_cells_resting"	"TXK"	"Newman_2015"
"2370"	"nk_cells_resting"	"ZAP70"	"Newman_2015"
"2371"	"nk_cells_resting"	"ZNF135"	"Newman_2015"
"2372"	"plasma_cells"	"ABCB9"	"Newman_2015"
"2373"	"plasma_cells"	"AMPD1"	"Newman_2015"
"2374"	"plasma_cells"	"ANGPT4"	"Newman_2015"
"2375"	"plasma_cells"	"ATXN8OS"	"Newman_2015"
"2376"	"plasma_cells"	"C11orf80"	"Newman_2015"
"2377"	"plasma_cells"	"CCR10"	"Newman_2015"
"2378"	"plasma_cells"	"CD27"	"Newman_2015"
"2379"	"plasma_cells"	"CD38"	"Newman_2015"
"2380"	"plasma_cells"	"CD79A"	"Newman_2015"
"2381"	"plasma_cells"	"DENND5B"	"Newman_2015"
"2382"	"plasma_cells"	"EAF2"	"Newman_2015"
"2383"	"plasma_cells"	"FCRL2"	"Newman_2015"
"2384"	"plasma_cells"	"GNG7"	"Newman_2015"
"2385"	"plasma_cells"	"GPR25"	"Newman_2015"
"2386"	"plasma_cells"	"GUSBP11"	"Newman_2015"
"2387"	"plasma_cells"	"HIST1H2AE"	"Newman_2015"
"2388"	"plasma_cells"	"HIST1H2BG"	"Newman_2015"
"2389"	"plasma_cells"	"HLA-DOB"	"Newman_2015"
"2390"	"plasma_cells"	"IGHD"	"Newman_2015"
"2391"	"plasma_cells"	"IGHE"	"Newman_2015"
"2392"	"plasma_cells"	"IGHM"	"Newman_2015"
"2393"	"plasma_cells"	"IGKC"	"Newman_2015"
"2394"	"plasma_cells"	"IGLL3P"	"Newman_2015"
"2395"	"plasma_cells"	"KCNA3"	"Newman_2015"
"2396"	"plasma_cells"	"KCNG2"	"Newman_2015"
"2397"	"plasma_cells"	"LIME1"	"Newman_2015"
"2398"	"plasma_cells"	"MAN1A1"	"Newman_2015"
"2399"	"plasma_cells"	"MANEA"	"Newman_2015"
"2400"	"plasma_cells"	"MAST1"	"Newman_2015"
"2401"	"plasma_cells"	"MROH7"	"Newman_2015"
"2402"	"plasma_cells"	"MZB1"	"Newman_2015"
"2403"	"plasma_cells"	"P2RX5"	"Newman_2015"
"2404"	"plasma_cells"	"PAX7"	"Newman_2015"
"2405"	"plasma_cells"	"PDK1"	"Newman_2015"
"2406"	"plasma_cells"	"PNOC"	"Newman_2015"
"2407"	"plasma_cells"	"RASGRP3"	"Newman_2015"
"2408"	"plasma_cells"	"REN"	"Newman_2015"
"2409"	"plasma_cells"	"RGS13"	"Newman_2015"
"2410"	"plasma_cells"	"RPL3P7"	"Newman_2015"
"2411"	"plasma_cells"	"SIK1"	"Newman_2015"
"2412"	"plasma_cells"	"SPAG4"	"Newman_2015"
"2413"	"plasma_cells"	"ST6GALNAC4"	"Newman_2015"
"2414"	"plasma_cells"	"TGM5"	"Newman_2015"
"2415"	"plasma_cells"	"TMEM156"	"Newman_2015"
"2416"	"plasma_cells"	"TNFRSF17"	"Newman_2015"
"2417"	"plasma_cells"	"UGT2B17"	"Newman_2015"
"2418"	"plasma_cells"	"ZBP1"	"Newman_2015"
"2419"	"plasma_cells"	"ZNF165"	"Newman_2015"
"2420"	"t_cells_cd4_memory_activated"	"CCL20"	"Newman_2015"
"2421"	"t_cells_cd4_memory_activated"	"CD2"	"Newman_2015"
"2422"	"t_cells_cd4_memory_activated"	"CD247"	"Newman_2015"
"2423"	"t_cells_cd4_memory_activated"	"CD28"	"Newman_2015"
"2424"	"t_cells_cd4_memory_activated"	"CD3D"	"Newman_2015"
"2425"	"t_cells_cd4_memory_activated"	"CD3G"	"Newman_2015"
"2426"	"t_cells_cd4_memory_activated"	"CD40LG"	"Newman_2015"
"2427"	"t_cells_cd4_memory_activated"	"CD6"	"Newman_2015"
"2428"	"t_cells_cd4_memory_activated"	"CD7"	"Newman_2015"
"2429"	"t_cells_cd4_memory_activated"	"CDC25A"	"Newman_2015"
"2430"	"t_cells_cd4_memory_activated"	"CSF2"	"Newman_2015"
"2431"	"t_cells_cd4_memory_activated"	"CTLA4"	"Newman_2015"
"2432"	"t_cells_cd4_memory_activated"	"CXCL13"	"Newman_2015"
"2433"	"t_cells_cd4_memory_activated"	"DPP4"	"Newman_2015"
"2434"	"t_cells_cd4_memory_activated"	"GPR171"	"Newman_2015"
"2435"	"t_cells_cd4_memory_activated"	"GPR19"	"Newman_2015"
"2436"	"t_cells_cd4_memory_activated"	"GZMB"	"Newman_2015"
"2437"	"t_cells_cd4_memory_activated"	"ICOS"	"Newman_2015"
"2438"	"t_cells_cd4_memory_activated"	"IFNG"	"Newman_2015"
"2439"	"t_cells_cd4_memory_activated"	"IL12RB2"	"Newman_2015"
"2440"	"t_cells_cd4_memory_activated"	"IL17A"	"Newman_2015"
"2441"	"t_cells_cd4_memory_activated"	"IL26"	"Newman_2015"
"2442"	"t_cells_cd4_memory_activated"	"IL2RA"	"Newman_2015"
"2443"	"t_cells_cd4_memory_activated"	"IL3"	"Newman_2015"
"2444"	"t_cells_cd4_memory_activated"	"IL4"	"Newman_2015"
"2445"	"t_cells_cd4_memory_activated"	"IL9"	"Newman_2015"
"2446"	"t_cells_cd4_memory_activated"	"LAG3"	"Newman_2015"
"2447"	"t_cells_cd4_memory_activated"	"LCK"	"Newman_2015"
"2448"	"t_cells_cd4_memory_activated"	"LTA"	"Newman_2015"
"2449"	"t_cells_cd4_memory_activated"	"NKG7"	"Newman_2015"
"2450"	"t_cells_cd4_memory_activated"	"ORC1"	"Newman_2015"
"2451"	"t_cells_cd4_memory_activated"	"PMCH"	"Newman_2015"
"2452"	"t_cells_cd4_memory_activated"	"RRP9"	"Newman_2015"
"2453"	"t_cells_cd4_memory_activated"	"SH2D1A"	"Newman_2015"
"2454"	"t_cells_cd4_memory_activated"	"SKA1"	"Newman_2015"
"2455"	"t_cells_cd4_memory_activated"	"TNFRSF4"	"Newman_2015"
"2456"	"t_cells_cd4_memory_activated"	"TNIP3"	"Newman_2015"
"2457"	"t_cells_cd4_memory_activated"	"TRAC"	"Newman_2015"
"2458"	"t_cells_cd4_memory_activated"	"TRAT1"	"Newman_2015"
"2459"	"t_cells_cd4_memory_activated"	"UBASH3A"	"Newman_2015"
"2460"	"t_cells_cd4_memory_resting"	"BCL11B"	"Newman_2015"
"2461"	"t_cells_cd4_memory_resting"	"CCL5"	"Newman_2015"
"2462"	"t_cells_cd4_memory_resting"	"CCR6"	"Newman_2015"
"2463"	"t_cells_cd4_memory_resting"	"CD2"	"Newman_2015"
"2464"	"t_cells_cd4_memory_resting"	"CD247"	"Newman_2015"
"2465"	"t_cells_cd4_memory_resting"	"CD27"	"Newman_2015"
"2466"	"t_cells_cd4_memory_resting"	"CD28"	"Newman_2015"
"2467"	"t_cells_cd4_memory_resting"	"CD3D"	"Newman_2015"
"2468"	"t_cells_cd4_memory_resting"	"CD3E"	"Newman_2015"
"2469"	"t_cells_cd4_memory_resting"	"CD3G"	"Newman_2015"
"2470"	"t_cells_cd4_memory_resting"	"CD4"	"Newman_2015"
"2471"	"t_cells_cd4_memory_resting"	"CD40LG"	"Newman_2015"
"2472"	"t_cells_cd4_memory_resting"	"CD6"	"Newman_2015"
"2473"	"t_cells_cd4_memory_resting"	"CD69"	"Newman_2015"
"2474"	"t_cells_cd4_memory_resting"	"CD7"	"Newman_2015"
"2475"	"t_cells_cd4_memory_resting"	"CD96"	"Newman_2015"
"2476"	"t_cells_cd4_memory_resting"	"CTLA4"	"Newman_2015"
"2477"	"t_cells_cd4_memory_resting"	"CTSW"	"Newman_2015"
"2478"	"t_cells_cd4_memory_resting"	"DGKA"	"Newman_2015"
"2479"	"t_cells_cd4_memory_resting"	"DPP4"	"Newman_2015"
"2480"	"t_cells_cd4_memory_resting"	"EPB41"	"Newman_2015"
"2481"	"t_cells_cd4_memory_resting"	"ETS1"	"Newman_2015"
"2482"	"t_cells_cd4_memory_resting"	"FBXL8"	"Newman_2015"
"2483"	"t_cells_cd4_memory_resting"	"FCMR"	"Newman_2015"
"2484"	"t_cells_cd4_memory_resting"	"FLT3LG"	"Newman_2015"
"2485"	"t_cells_cd4_memory_resting"	"GPR171"	"Newman_2015"
"2486"	"t_cells_cd4_memory_resting"	"GPR25"	"Newman_2015"
"2487"	"t_cells_cd4_memory_resting"	"GRAP2"	"Newman_2015"
"2488"	"t_cells_cd4_memory_resting"	"GZMA"	"Newman_2015"
"2489"	"t_cells_cd4_memory_resting"	"GZMK"	"Newman_2015"
"2490"	"t_cells_cd4_memory_resting"	"GZMM"	"Newman_2015"
"2491"	"t_cells_cd4_memory_resting"	"ICOS"	"Newman_2015"
"2492"	"t_cells_cd4_memory_resting"	"IL7R"	"Newman_2015"
"2493"	"t_cells_cd4_memory_resting"	"ITK"	"Newman_2015"
"2494"	"t_cells_cd4_memory_resting"	"KLRB1"	"Newman_2015"
"2495"	"t_cells_cd4_memory_resting"	"LCK"	"Newman_2015"
"2496"	"t_cells_cd4_memory_resting"	"LEF1"	"Newman_2015"
"2497"	"t_cells_cd4_memory_resting"	"LIME1"	"Newman_2015"
"2498"	"t_cells_cd4_memory_resting"	"LTB"	"Newman_2015"
"2499"	"t_cells_cd4_memory_resting"	"LY9"	"Newman_2015"
"2500"	"t_cells_cd4_memory_resting"	"NKG7"	"Newman_2015"
"2501"	"t_cells_cd4_memory_resting"	"PBXIP1"	"Newman_2015"
"2502"	"t_cells_cd4_memory_resting"	"PTGER2"	"Newman_2015"
"2503"	"t_cells_cd4_memory_resting"	"PTPRCAP"	"Newman_2015"
"2504"	"t_cells_cd4_memory_resting"	"RASA3"	"Newman_2015"
"2505"	"t_cells_cd4_memory_resting"	"RASGRP2"	"Newman_2015"
"2506"	"t_cells_cd4_memory_resting"	"RCAN3"	"Newman_2015"
"2507"	"t_cells_cd4_memory_resting"	"RPL10L"	"Newman_2015"
"2508"	"t_cells_cd4_memory_resting"	"RPL3P7"	"Newman_2015"
"2509"	"t_cells_cd4_memory_resting"	"SH2D1A"	"Newman_2015"
"2510"	"t_cells_cd4_memory_resting"	"SIRPG"	"Newman_2015"
"2511"	"t_cells_cd4_memory_resting"	"ST8SIA1"	"Newman_2015"
"2512"	"t_cells_cd4_memory_resting"	"TCF7"	"Newman_2015"
"2513"	"t_cells_cd4_memory_resting"	"TRAC"	"Newman_2015"
"2514"	"t_cells_cd4_memory_resting"	"TRAT1"	"Newman_2015"
"2515"	"t_cells_cd4_memory_resting"	"TRAV13-1"	"Newman_2015"
"2516"	"t_cells_cd4_memory_resting"	"TRAV13-2"	"Newman_2015"
"2517"	"t_cells_cd4_memory_resting"	"TRAV21"	"Newman_2015"
"2518"	"t_cells_cd4_memory_resting"	"TRAV8-6"	"Newman_2015"
"2519"	"t_cells_cd4_memory_resting"	"TRAV9-2"	"Newman_2015"
"2520"	"t_cells_cd4_memory_resting"	"TRBC1"	"Newman_2015"
"2521"	"t_cells_cd4_memory_resting"	"UBASH3A"	"Newman_2015"
"2522"	"t_cells_cd4_memory_resting"	"ZAP70"	"Newman_2015"
"2523"	"t_cells_cd4_memory_resting"	"ZFP36L2"	"Newman_2015"
"2524"	"t_cells_cd4_naive"	"ACAP1"	"Newman_2015"
"2525"	"t_cells_cd4_naive"	"ANKRD55"	"Newman_2015"
"2526"	"t_cells_cd4_naive"	"BCL11B"	"Newman_2015"
"2527"	"t_cells_cd4_naive"	"CCR7"	"Newman_2015"
"2528"	"t_cells_cd4_naive"	"CD2"	"Newman_2015"
"2529"	"t_cells_cd4_naive"	"CD247"	"Newman_2015"
"2530"	"t_cells_cd4_naive"	"CD27"	"Newman_2015"
"2531"	"t_cells_cd4_naive"	"CD3D"	"Newman_2015"
"2532"	"t_cells_cd4_naive"	"CD3G"	"Newman_2015"
"2533"	"t_cells_cd4_naive"	"CD40LG"	"Newman_2015"
"2534"	"t_cells_cd4_naive"	"CD7"	"Newman_2015"
"2535"	"t_cells_cd4_naive"	"CXorf57"	"Newman_2015"
"2536"	"t_cells_cd4_naive"	"DPP4"	"Newman_2015"
"2537"	"t_cells_cd4_naive"	"DSC1"	"Newman_2015"
"2538"	"t_cells_cd4_naive"	"EPHA1"	"Newman_2015"
"2539"	"t_cells_cd4_naive"	"FCMR"	"Newman_2015"
"2540"	"t_cells_cd4_naive"	"FLT3LG"	"Newman_2015"
"2541"	"t_cells_cd4_naive"	"GAL3ST4"	"Newman_2015"
"2542"	"t_cells_cd4_naive"	"GALR1"	"Newman_2015"
"2543"	"t_cells_cd4_naive"	"GPR1"	"Newman_2015"
"2544"	"t_cells_cd4_naive"	"GRAP2"	"Newman_2015"
"2545"	"t_cells_cd4_naive"	"GZMM"	"Newman_2015"
"2546"	"t_cells_cd4_naive"	"ICOS"	"Newman_2015"
"2547"	"t_cells_cd4_naive"	"IL7R"	"Newman_2015"
"2548"	"t_cells_cd4_naive"	"ITK"	"Newman_2015"
"2549"	"t_cells_cd4_naive"	"LAT"	"Newman_2015"
"2550"	"t_cells_cd4_naive"	"LCK"	"Newman_2015"
"2551"	"t_cells_cd4_naive"	"LEF1"	"Newman_2015"
"2552"	"t_cells_cd4_naive"	"LIME1"	"Newman_2015"
"2553"	"t_cells_cd4_naive"	"LTB"	"Newman_2015"
"2554"	"t_cells_cd4_naive"	"LY9"	"Newman_2015"
"2555"	"t_cells_cd4_naive"	"MAP4K1"	"Newman_2015"
"2556"	"t_cells_cd4_naive"	"MAP4K2"	"Newman_2015"
"2557"	"t_cells_cd4_naive"	"MAP9"	"Newman_2015"
"2558"	"t_cells_cd4_naive"	"PGGHG"	"Newman_2015"
"2559"	"t_cells_cd4_naive"	"RASGRP2"	"Newman_2015"
"2560"	"t_cells_cd4_naive"	"RPL3P7"	"Newman_2015"
"2561"	"t_cells_cd4_naive"	"SERGEF"	"Newman_2015"
"2562"	"t_cells_cd4_naive"	"SH2D1A"	"Newman_2015"
"2563"	"t_cells_cd4_naive"	"SIRPG"	"Newman_2015"
"2564"	"t_cells_cd4_naive"	"TCF7"	"Newman_2015"
"2565"	"t_cells_cd4_naive"	"TRAC"	"Newman_2015"
"2566"	"t_cells_cd4_naive"	"TRAT1"	"Newman_2015"
"2567"	"t_cells_cd4_naive"	"TRAV13-1"	"Newman_2015"
"2568"	"t_cells_cd4_naive"	"TRBC1"	"Newman_2015"
"2569"	"t_cells_cd4_naive"	"UBASH3A"	"Newman_2015"
"2570"	"t_cells_cd4_naive"	"VILL"	"Newman_2015"
"2571"	"t_cells_cd4_naive"	"WNT7A"	"Newman_2015"
"2572"	"t_cells_cd4_naive"	"ZAP70"	"Newman_2015"
"2573"	"t_cells_cd4_naive"	"ZNF204P"	"Newman_2015"
"2574"	"t_cells_cd4_naive"	"ZNF324"	"Newman_2015"
"2575"	"t_cells_cd8"	"BCL11B"	"Newman_2015"
"2576"	"t_cells_cd8"	"CCL5"	"Newman_2015"
"2577"	"t_cells_cd8"	"CD2"	"Newman_2015"
"2578"	"t_cells_cd8"	"CD247"	"Newman_2015"
"2579"	"t_cells_cd8"	"CD27"	"Newman_2015"
"2580"	"t_cells_cd8"	"CD3D"	"Newman_2015"
"2581"	"t_cells_cd8"	"CD3E"	"Newman_2015"
"2582"	"t_cells_cd8"	"CD3G"	"Newman_2015"
"2583"	"t_cells_cd8"	"CD6"	"Newman_2015"
"2584"	"t_cells_cd8"	"CD69"	"Newman_2015"
"2585"	"t_cells_cd8"	"CD7"	"Newman_2015"
"2586"	"t_cells_cd8"	"CD8A"	"Newman_2015"
"2587"	"t_cells_cd8"	"CD8B"	"Newman_2015"
"2588"	"t_cells_cd8"	"CD96"	"Newman_2015"
"2589"	"t_cells_cd8"	"CRTAM"	"Newman_2015"
"2590"	"t_cells_cd8"	"CST7"	"Newman_2015"
"2591"	"t_cells_cd8"	"CTSW"	"Newman_2015"
"2592"	"t_cells_cd8"	"DPP4"	"Newman_2015"
"2593"	"t_cells_cd8"	"DSC1"	"Newman_2015"
"2594"	"t_cells_cd8"	"DUSP2"	"Newman_2015"
"2595"	"t_cells_cd8"	"FCMR"	"Newman_2015"
"2596"	"t_cells_cd8"	"FLT3LG"	"Newman_2015"
"2597"	"t_cells_cd8"	"GNLY"	"Newman_2015"
"2598"	"t_cells_cd8"	"GPR171"	"Newman_2015"
"2599"	"t_cells_cd8"	"GRAP2"	"Newman_2015"
"2600"	"t_cells_cd8"	"GZMA"	"Newman_2015"
"2601"	"t_cells_cd8"	"GZMB"	"Newman_2015"
"2602"	"t_cells_cd8"	"GZMH"	"Newman_2015"
"2603"	"t_cells_cd8"	"GZMK"	"Newman_2015"
"2604"	"t_cells_cd8"	"GZMM"	"Newman_2015"
"2605"	"t_cells_cd8"	"ICOS"	"Newman_2015"
"2606"	"t_cells_cd8"	"IGKC"	"Newman_2015"
"2607"	"t_cells_cd8"	"IL7R"	"Newman_2015"
"2608"	"t_cells_cd8"	"ITK"	"Newman_2015"
"2609"	"t_cells_cd8"	"KLRB1"	"Newman_2015"
"2610"	"t_cells_cd8"	"KLRC3"	"Newman_2015"
"2611"	"t_cells_cd8"	"KLRC4"	"Newman_2015"
"2612"	"t_cells_cd8"	"KLRD1"	"Newman_2015"
"2613"	"t_cells_cd8"	"KLRF1"	"Newman_2015"
"2614"	"t_cells_cd8"	"KLRK1"	"Newman_2015"
"2615"	"t_cells_cd8"	"LAG3"	"Newman_2015"
"2616"	"t_cells_cd8"	"LCK"	"Newman_2015"
"2617"	"t_cells_cd8"	"LEF1"	"Newman_2015"
"2618"	"t_cells_cd8"	"LIME1"	"Newman_2015"
"2619"	"t_cells_cd8"	"LTB"	"Newman_2015"
"2620"	"t_cells_cd8"	"LY9"	"Newman_2015"
"2621"	"t_cells_cd8"	"MAP4K1"	"Newman_2015"
"2622"	"t_cells_cd8"	"MAP9"	"Newman_2015"
"2623"	"t_cells_cd8"	"NCR3"	"Newman_2015"
"2624"	"t_cells_cd8"	"NKG7"	"Newman_2015"
"2625"	"t_cells_cd8"	"PIK3IP1"	"Newman_2015"
"2626"	"t_cells_cd8"	"PRF1"	"Newman_2015"
"2627"	"t_cells_cd8"	"PTGDR"	"Newman_2015"
"2628"	"t_cells_cd8"	"PTPRCAP"	"Newman_2015"
"2629"	"t_cells_cd8"	"PVRIG"	"Newman_2015"
"2630"	"t_cells_cd8"	"RASA3"	"Newman_2015"
"2631"	"t_cells_cd8"	"RPL3P7"	"Newman_2015"
"2632"	"t_cells_cd8"	"SH2D1A"	"Newman_2015"
"2633"	"t_cells_cd8"	"SIRPG"	"Newman_2015"
"2634"	"t_cells_cd8"	"TCF7"	"Newman_2015"
"2635"	"t_cells_cd8"	"TRAC"	"Newman_2015"
"2636"	"t_cells_cd8"	"TRAT1"	"Newman_2015"
"2637"	"t_cells_cd8"	"TRAV12-2"	"Newman_2015"
"2638"	"t_cells_cd8"	"TRAV13-1"	"Newman_2015"
"2639"	"t_cells_cd8"	"TRBC1"	"Newman_2015"
"2640"	"t_cells_cd8"	"TRDC"	"Newman_2015"
"2641"	"t_cells_cd8"	"UBASH3A"	"Newman_2015"
"2642"	"t_cells_cd8"	"ZAP70"	"Newman_2015"
"2643"	"t_cells_follicular_helper"	"BCL11B"	"Newman_2015"
"2644"	"t_cells_follicular_helper"	"CA8"	"Newman_2015"
"2645"	"t_cells_follicular_helper"	"CD2"	"Newman_2015"
"2646"	"t_cells_follicular_helper"	"CD247"	"Newman_2015"
"2647"	"t_cells_follicular_helper"	"CD27"	"Newman_2015"
"2648"	"t_cells_follicular_helper"	"CD3D"	"Newman_2015"
"2649"	"t_cells_follicular_helper"	"CD3G"	"Newman_2015"
"2650"	"t_cells_follicular_helper"	"CD40LG"	"Newman_2015"
"2651"	"t_cells_follicular_helper"	"CD69"	"Newman_2015"
"2652"	"t_cells_follicular_helper"	"CD7"	"Newman_2015"
"2653"	"t_cells_follicular_helper"	"CHI3L2"	"Newman_2015"
"2654"	"t_cells_follicular_helper"	"CTLA4"	"Newman_2015"
"2655"	"t_cells_follicular_helper"	"CXCL13"	"Newman_2015"
"2656"	"t_cells_follicular_helper"	"CXCR5"	"Newman_2015"
"2657"	"t_cells_follicular_helper"	"DGKA"	"Newman_2015"
"2658"	"t_cells_follicular_helper"	"FCMR"	"Newman_2015"
"2659"	"t_cells_follicular_helper"	"FOSB"	"Newman_2015"
"2660"	"t_cells_follicular_helper"	"FZD3"	"Newman_2015"
"2661"	"t_cells_follicular_helper"	"GPR19"	"Newman_2015"
"2662"	"t_cells_follicular_helper"	"GZMM"	"Newman_2015"
"2663"	"t_cells_follicular_helper"	"ICA1"	"Newman_2015"
"2664"	"t_cells_follicular_helper"	"ICOS"	"Newman_2015"
"2665"	"t_cells_follicular_helper"	"IL21"	"Newman_2015"
"2666"	"t_cells_follicular_helper"	"ITK"	"Newman_2015"
"2667"	"t_cells_follicular_helper"	"KLRB1"	"Newman_2015"
"2668"	"t_cells_follicular_helper"	"LAG3"	"Newman_2015"
"2669"	"t_cells_follicular_helper"	"LAT"	"Newman_2015"
"2670"	"t_cells_follicular_helper"	"LCK"	"Newman_2015"
"2671"	"t_cells_follicular_helper"	"LEF1"	"Newman_2015"
"2672"	"t_cells_follicular_helper"	"LTA"	"Newman_2015"
"2673"	"t_cells_follicular_helper"	"MAP4K1"	"Newman_2015"
"2674"	"t_cells_follicular_helper"	"MAP9"	"Newman_2015"
"2675"	"t_cells_follicular_helper"	"PASK"	"Newman_2015"
"2676"	"t_cells_follicular_helper"	"PDCD1"	"Newman_2015"
"2677"	"t_cells_follicular_helper"	"PGGHG"	"Newman_2015"
"2678"	"t_cells_follicular_helper"	"PTPRCAP"	"Newman_2015"
